url,Name,Price,Rating,제조회사,등록년월,칩셋 제조사,제품 시리즈,GPU 제조 공정,AMD 칩셋,인터페이스,권장 파워용량,전원 포트,가로(길이),부스트클럭,스트림 프로세서,메모리 종류,메모리 클럭,메모리 용량,메모리 버스,HDMI,DisplayPort,모니터 지원,,8K 지원,HDR 지원,HDCP 지원,방열판,히트파이프,팬쿨러,팬 개수,두께,제로팬(0-dB기술),백플레이트,DrMOS,LED 라이트,LED온오프스위치,측면 LED,팬 LED,VGA지지대,3x8핀 to 16핀 커넥터,적합성평가인증,안전확인인증,NVIDIA 칩셋,베이스클럭,쿠다 프로세서,HDCP 2.3,사용전력,베이퍼챔버,전원부,2x8핀 to 16핀 커넥터,OC클럭,Dual BIOS,전면 LED,PWM 커넥터,4x8핀 to 16핀 커넥터,16K 지원,후면 추가팬,4K 지원,DVI,전체 칩셋,인텔 칩셋,HDMI2.1,DP2.1,카드 크기,후면 LED,오버클럭 물리키,일반브라켓,LP브라켓,HDMI2.0,DP2.0,수냉 쿨링,수냉 장착 지원,LCD 모니터링,유통회사,멀티VGA 지원,Anti-Sag브라켓,mini DP,DP to mDP 커넥터,DP1.4,클립 온 팬,DP,USB Type-C,기가비트LAN,세로(높이),그래픽카드 구성,12K 지원,썬더볼트3,USB3.x 5Gbps,파워 구성,기타 칩셋
//img.danawa.com/prod_img/500000/574/077/img/14077574_1.jpg?shrink=130:130&_v=20240619173803,AFOX 지포스 GT730 D3 2GB LP 무소음 디앤디컴,55990원,4.7,AFOX(제조사 웹사이트 바로가기),2021년 05월,NVIDIA,지포스 700,28nm,,PCIe2.0x16,,,145mm,902MHz,384개,GDDR3(DDR3),1600MHz,2GB,64-bit,1개,,최대 모니터 3개,,,,,○,,,,35mm,,,,,,,,,,R-REM-ACI-ABRGT730인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT730,,384개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/177/380/img/81380177_1.jpg?shrink=130:130&_v=20250416220349,GIGABYTE 지포스 RTX 5060 Ti EAGLE OC D7 16GB 제이씨현,787960원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0,정격파워650W 이상,8핀 x1,215mm,2617MHz,4608개,GDDR7,28000MHz,16GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40mm,○,○,,,,,,,,R-R-GBN-GV-N506TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5060 Ti,2407MHz,4608개,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/718/235/img/78235718_1.jpg?shrink=130:130&_v=20250319103141,갤럭시 GALAZ 지포스 RTX 5070 EX GAMER WHITE OC D7 12GB,1106990원,N/A,갤럭시(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,322mm,2557MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,52mm,○,○,,○,,,○,,,R-R-GXL-RTX5070인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/224/843/img/78843224_1.jpg?shrink=130:130&_v=20250328093538,PNY 지포스 RTX 5070 OC D7 12GB Triple Fan 제이씨현,1023990원,N/A,PNY(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,299.5mm,2587MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,48mm,○,○,,,,,,,,R-R-P2A-V20501인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/916/624/img/28624916_1.jpg?shrink=130:130&_v=20231121103430,AFOX 지포스 GT1030 L5 D5 2GB LP 디앤디컴,99990원,5.0,AFOX(제조사 웹사이트 바로가기),2023년 10월,NVIDIA,지포스 10,,,PCIe3.0x16,정격파워300W 이상,,168mm,1468MHz,384개,GDDR5,6000MHz,2GB,64-bit,1개,1개,최대 모니터 2개,,,,○,○,,○,1팬,22mm,,,,,,,,,,R-R-ACl-GT1030L5V4인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT1030,1227MHz,384개,,최대 30W,,,,,,,,,,,,,,,,,,,,○,○,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/985/715/img/81715985_1.jpg?shrink=130:130&_v=20250416220349,GIGABYTE 지포스 RTX 5060 Ti WINDFORCE OC D7 16GB 피씨디렉트,766100원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0,정격파워650W 이상,8핀 x1,208mm,2587MHz,4608개,GDDR7,28000MHz,16GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40mm,○,○,,,,,,,,R-R-GBN-GV-N506TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5060 Ti,2407MHz,4608개,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/385/330/img/76330385_1.jpg?shrink=130:130&_v=20250217131543,COLORFUL 지포스 RTX 4060 토마호크 DUO V5 D6 8GB 피씨디렉트,499000원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워450W 이상,8핀 x1,235.4mm,2460MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40.1mm,○,○,,,,,,,,R-R-cfg-AD107MW6-E11인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,115W,,4+1페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/904/715/img/81715904_1.jpg?shrink=130:130&_v=20250416220349,GIGABYTE 지포스 RTX 5060 Ti EAGLE OC D7 16GB 피씨디렉트,788060원,N/A,GIGABYTE(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0,정격파워650W 이상,8핀 x1,215mm,2617MHz,4608개,GDDR7,28000MHz,16GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,40mm,○,○,,,,,,,,R-R-GBN-GV-N506TE인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5060 Ti,2407MHz,4608개,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/920/713/img/40713920_1.jpg?shrink=130:130&_v=20240612143452,COLORFUL 지포스 RTX 4060 토마호크 DUO V2 D6 8GB,488000원,5.0,COLORFUL(제조사 웹사이트 바로가기),2024년 03월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워550W 이상,8핀 x1,248.9mm,2460MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,41.9mm,○,○,,,,,,,,R-R-Way-AD107MW4-E11인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,140W,,4+1페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/383/319/img/77319383_1.jpg?shrink=130:130&_v=20250305235713,ZOTAC GAMING 지포스 RTX 5070 SOLID D7 12GB,998990원,5.0,ZOTAC(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,304.4mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,41.6mm,○,○,,○,,,,○,,R-R-ztp-1N764P00인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/678/844/img/61844678_1.jpg?shrink=130:130&_v=20240819131256,갤럭시 BOY 지포스 RTX 3050 EX BLACK D6 6GB DVI,282000원,N/A,갤럭시(제조사 웹사이트 바로가기),2024년 07월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16(at x8),정격파워300W 이상,없음,209mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,○,,○,○,,○,2팬,41.5mm,○,○,,,,,,,,R-R-GXL-RTX3050-E인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,70W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/949/927/img/13927949_1.jpg?shrink=130:130&_v=20240131110132,GIGABYTE 라데온 RX 580 GAMING D5 8GB 피씨디렉트,198990원,4.4,GIGABYTE,2021년 04월,AMD(ATi),라데온 RX 500,14nm,RX 580,PCIe3.0x16,정격파워500W 이상,8핀 x1,232mm,1355MHz,2304개,GDDR5,8000MHz,8GB,256-bit,1개,3개,최대 모니터 4개,,○,,,○,○,○,2팬,36mm,○,,,,,,,,,R-R-GBN-GV-RX580인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,1340MHz,,,,,6+2페이즈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/119/160/img/62160119_1.jpg?shrink=130:130&_v=20240730102001,AFOX 지포스 GTX1050 Ti H7 D5 4GB 디앤디컴,177940원,5.0,AFOX(제조사 웹사이트 바로가기),2024년 07월,NVIDIA,지포스 10,14nm,,PCIe3.0x16,정격파워300W 이상,,220mm,1392MHz,768개,GDDR5,7008MHz,4GB,128-bit,1개,1개,최대 모니터 3개,,○,,○,○,,○,2팬,43mm,,,,,,,,,,R-R-ACl-GTX1050TIH7V8인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX1050 Ti,1290MHz,768개,,,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/031/782/img/53782031_1.jpg?shrink=130:130&_v=20240813153127,ASUS DUAL 지포스 RTX 4060 V2 O8G OC D6 8GB 인텍앤컴퍼니,507970원,N/A,ASUS(제조사 웹사이트 바로가기),2024년 05월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0,정격파워550W 이상,8핀 x1,202.2mm,2505MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,,,○,○,○,2팬,40.1mm,○,○,,,,,,,,R-R-MSQ-CG1737P인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,,3072개,○,,,,,2535MHz,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/535/157/img/36157535_1.jpg?shrink=130:130&_v=20240220124122,이엠텍 지포스 RTX 4080 SUPER MIRACLE WHITE D6X 16GB,1804350원,5.0,이엠텍(제조사 웹사이트 바로가기),2024년 02월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16,정격파워850W 이상,16핀(12VHPWR) x1,348mm,2550MHz,10240개,GDDR6X,23000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,62mm,○,○,○,○,,○,,○,○,R-R-EMT-EMT-N408S인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4080 SUPER,2295MHz,10240개,○,320W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/290/843/img/78843290_1.jpg?shrink=130:130&_v=20250328093442,PNY 지포스 RTX 5070 D7 12GB Triple Fan 제이씨현,1013990원,N/A,PNY(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,,16핀(12V2x6) x1,299.5mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,48mm,○,○,,,,,,,,R-R-P2A-V20501인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/081/480/img/7480081_1.jpg?shrink=130:130&_v=20200825133709,갤럭시 BOY 지포스 GT710 D3 1GB LP 무소음,55000원,5.0,갤럭시(제조사 웹사이트 바로가기),2019년 03월,NVIDIA,지포스 700,28nm,,PCIe2.0x8,정격파워300W 이상,,165mm,,192개,GDDR3(DDR3),1600MHz,1GB,64-bit,1개,,,,,,,○,,,,34mm,,,,,,,,,,MSIP-REM-GXL-GT710인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT710,954MHz,192개,,,,,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/502/499/img/57499502_1.jpg?shrink=130:130&_v=20240619163213,갤럭시 BOY 지포스 RTX 4060 WHITE OC D6 8GB,470000원,N/A,갤럭시(제조사 웹사이트 바로가기),2024년 06월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워550W 이상,8핀 x1,237mm,2475MHz,3072개,GDDR6,17000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,41mm,○,○,,,,,,,,R-R-GXL-RTX4060인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060,1830MHz,3072개,○,115W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/574/712/img/78712574_1.jpg?shrink=130:130&_v=20250326140617,갤럭시 GALAZ 지포스 RTX 5070 EX GAMER BLACK OC D7 12GB,1082990원,N/A,갤럭시(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,322mm,2557MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,52mm,○,○,,○,,,○,,,R-R-GXL-RTX5070인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,250W,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/632/375/img/75375632_1.jpg?shrink=130:130&_v=20250211155708,ASUS TUF Gaming 지포스 RTX 5090 OC D7 32GB 대원씨티에스,5252640원,N/A,ASUS(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1000W 이상,16핀(12V2x6) x1,348mm,2550MHz,21760개,GDDR7,28000MHz,32GB,512-bit,2개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,72mm,○,○,,○,,,,○,○,R-R-MSQ-CG14530BP인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,,21760개,○,,○,,,2580MHz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/996/179/img/78179996_1.jpg?shrink=130:130&_v=20250318171558,COLORFUL iGame 지포스 RTX 5070 Vulcan OC D7 12GB 웨이코스,1297880원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 03월,NVIDIA,지포스 RTX 50,4nm,,PCIe5.0x16,정격파워650W 이상,16핀(12V2x6) x1,336mm,2512MHz,6144개,GDDR7,28000MHz,12GB,192-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,63mm,○,○,,○,,○,,○,,R-R-cfg-GB205BW8-G11인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070,2325MHz,6144개,○,270W,,,○,2587MHz,,,,,,,,,,,,,,,○,,,,,,,○,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/296/917/img/58917296_1.jpg?shrink=130:130&_v=20240704164115,갤럭시 BOY 지포스 RTX 4060 Ti WHITE OC D6 8GB,620800원,N/A,갤럭시(제조사 웹사이트 바로가기),2024년 07월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16(at x8),정격파워550W 이상,8핀 x1,237mm,2550MHz,4352개,GDDR6,18000MHz,8GB,128-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,2팬,41mm,○,○,,○,○,○,,,,R-R-GXL-RTX4060Ti인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4060 Ti,2310MHz,4352개,○,160W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/853/696/img/73696853_1.jpg?shrink=130:130&_v=20250102153436,COLORFUL 지포스 RTX 3050 토마호크 DUO V2 D6 6GB 웨이코스,271050원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 01월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0x16,정격파워500W 이상,,255mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 3개,,○,,,○,○,○,2팬,41.3mm,○,○,,,,,,,,R-R-cfg-GA107B6-E11인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,○,70W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/370/155/img/56155370_1.jpg?shrink=130:130&_v=20240612164143,MANLI 지포스 RTX 3050 D6 6GB DUAL FAN 대원씨티에스,278920원,N/A,MANLI(제조사 웹사이트 바로가기),2024년 06월,NVIDIA,지포스 RTX 30,8nm,,PCIe4.0,,없음,162mm,1470MHz,2304개,GDDR6,14000MHz,6GB,96-bit,1개,1개,최대 모니터 2개,,○,○,,○,,○,2팬,39mm,,,,,,,,,,R-R-Mll-RTX3050-N640인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 3050,1042MHz,2304개,,70W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/362/982/img/17982362_1.jpg?shrink=130:130&_v=20240131105846,GIGABYTE 지포스 RTX 4090 GAMING OC D6X 24GB 피씨디렉트,7000000원,4.8,GIGABYTE(제조사 웹사이트 바로가기),2022년 10월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16,정격파워1000W 이상,16핀(12VHPWR) x1,340mm,,16384개,GDDR6X,21000MHz,24GB,384-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,75.2mm,○,○,,○,,○,,,,R-R-GBN-GV-N4090G인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4090,,16384개,,,○,,,,○,○,,○,,,,,,,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/867/868/img/16868867_1.jpg?shrink=130:130&_v=20220503125121,GIGABYTE 라데온 RX 6400 EAGLE D6 4GB 피씨디렉트,216850원,5.0,GIGABYTE(제조사 웹사이트 바로가기),2022년 04월,AMD(ATi),라데온 RX 6000,6nm,RX 6400,PCIe4.0x16(at x4),정격파워350W 이상,,192mm,2321MHz,768개,GDDR6,16000MHz,4GB,64-bit,1개,1개,최대 모니터 2개,,○,○,,○,○,○,2팬,38mm,○,,,,,,,,,R-R-GBN-GB-R64인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/910/828/img/28828910_1.jpg?shrink=130:130&_v=20250113095018,MSI 지포스 RTX 4090 게이밍 X 슬림 D6X 24GB 트라이프로져3,4981060원,5.0,MSI(제조사 웹사이트 바로가기),2023년 10월,NVIDIA,지포스 RTX 40,4nm,,PCIe4.0x16,정격파워850W 이상,16핀(12VHPWR) x1,322mm,2595MHz,16384개,GDDR6X,21000MHz,24GB,384-bit,2개,2개,최대 모니터 4개,,○,○,,○,○,○,3팬,62mm,○,○,○,○,,○,,○,,R-R-MSI-MS-V510V2인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4090,,16384개,○,최대 450W,,,○,2610MHz,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/844/061/img/81061844_1.jpg?shrink=130:130&_v=20250416101257,NVIDIA RTX 6000 Ada Generation D6 48GB 서린 (벌크),11801290원,N/A,NVIDIA(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,RTX,4nm,,PCIe4.0x16,,16핀(12VHPWR) x1,266.7mm,,18176개,GDDR6,,48GB,384-bit,,4개,최대 모니터 4개,,○,,○,,,○,블로워팬,40mm,,,,,,,,,,R-R-NVA-PG133G인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 6000 Ada,,18176개,,최대 300W,,,,,,,,,,,,,,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/356/875/img/76875356_1.jpg?shrink=130:130&_v=20250404092349,MSI 지포스 RTX 5090 벤투스 3X OC D7 32GB,6294890원,N/A,MSI(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,TSMC 4nm,,PCIe5.0x16,정격파워1000W 이상,16핀(12V2x6) x1,323mm,2437MHz,21760개,GDDR7,28000MHz,32GB,512-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,67mm,○,○,○,○,,○,,○,,R-R-MSI-MS-V530V4인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5090,,21760개,○,575W,,,,2452MHz,○,○,,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/005/464/img/76464005_1.jpg?shrink=130:130&_v=20250220225954,COLORFUL iGame 지포스 RTX 5070 Ti ULTRA OC White D7 16GB 웨이코스,1533990원,N/A,COLORFUL(제조사 웹사이트 바로가기),2025년 02월,NVIDIA,지포스 RTX 50,,,PCIe5.0x16,정격파워750W 이상,16핀(12V2x6) x1,331mm,2452MHz,8960개,GDDR7,28000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,59.7mm,○,○,,○,,○,,,○,R-R-cfg-GB203HWC-G31인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 5070 Ti,2295MHz,8960개,○,330W,,10+4+3페이즈,,2497MHz,,,,,,,,,,,,,,,○,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/595/061/img/81061595_1.jpg?shrink=130:130&_v=20250416095037,NVIDIA RTX 2000 Ada Generation D6 16GB 서린,1140490원,N/A,NVIDIA(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,RTX,,,PCIe4.0x16(at x8),,없음,167.6mm,,2816개,GDDR6 ECC,,16GB,128-bit,,4개,최대 모니터 4개,,○,,,○,,○,블로워팬,40mm,,,,,,,,,,R-R-NVA-PG192B인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 2000 Ada,,2816개,,70W,,,,,,,,,,,,,,,,,,,,○,○,,,,,,,,,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/317/240/img/18240317_1.jpg?shrink=130:130&_v=20221110132641,갤럭시 갤라즈 BOY 지포스 GT730 D3 4GB LP,71000원,5.0,갤럭시(제조사 웹사이트 바로가기),2022년 11월,NVIDIA,지포스 700,,,PCIe2.0x8,정격파워300W 이상,,148mm,,96개,GDDR3(DDR3),1334MHz,4GB,128-bit,1개,,최대 모니터 2개,,,,,○,,○,1팬,15mm,,,,,,,,,,R-R-GXL-GT730-G인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GT730,700MHz,96개,,최대 50W,,,,,,,,,,,,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/610/061/img/81061610_1.jpg?shrink=130:130&_v=20250416095134,NVIDIA RTX 2000 Ada Generation D6 16GB 서린 (벌크),1050790원,N/A,NVIDIA(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,RTX,,,PCIe4.0x16(at x8),,없음,167.6mm,,2816개,GDDR6 ECC,,16GB,128-bit,,4개,최대 모니터 4개,,○,,,○,,○,블로워팬,40mm,,,,,,,,,,R-R-NVA-PG192B인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 2000 Ada,,2816개,,70W,,,,,,,,,,,,,,,,,,,,○,○,,,,,,,,,,○,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/139/461/img/77461139_1.jpg?shrink=130:130&_v=20250307111611,ASUS TUF Gaming 라데온 RX 9070 OC D6 16GB 대원씨티에스,1220000원,N/A,ASUS(제조사 웹사이트 바로가기),2025년 03월,AMD(ATi),라데온 RX 9000,4nm,RX 9070,PCIe5.0x16,정격파워750W 이상,8핀 x2,330mm,2650MHz,3584개,GDDR6,20000MHz,16GB,256-bit,1개,3개,최대 모니터 4개,,○,○,,○,○,○,3팬,62.5mm,○,○,,○,,○,,,,R-R-MSQ-G295BP인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,,,,○,,,,,2670MHz,○,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/718/061/img/81061718_1.jpg?shrink=130:130&_v=20250416100146,NVIDIA RTX 4000 Ada Generation D6 20GB 서린,2231390원,N/A,NVIDIA(제조사 웹사이트 바로가기),2025년 04월,NVIDIA,RTX,,,PCIe4.0x16,,없음,241.3mm,,6144개,GDDR6 ECC,,20GB,160-bit,,4개,최대 모니터 4개,,○,,,○,,○,블로워팬,20mm,,,,,,,,,,R-R-NVA-PG190A인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,RTX 4000 Ada,,6144개,,130W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
//img.danawa.com/prod_img/500000/914/813/img/11813914_1.jpg?shrink=130:130&_v=20230104174242,갤럭시 GALAX 지포스 GTX 1650 BLACK EX PLUS OC D6 4GB,241990원,4.8,갤럭시(제조사 웹사이트 바로가기),2020년 07월,NVIDIA,지포스 16,12nm,,PCIe3.0x16,정격파워300W 이상,6핀 x1,215mm,1605MHz,896개,GDDR6,12000MHz,4GB,128-bit,1개,1개,최대 모니터 3개,,,○,○,○,,○,2팬,39mm,,,,,,,,,,R-R-GXL-GTX1650-E인증번호 확인,상세설명 / 판매 사이트 문의인증번호 확인,GTX 1650,1485MHz,896개,,최대 90W,,3+1페이즈,,,,,,,,,○,1개,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
